student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating,engagement_score,performance_score,study_consistency,course_load_ratio,activity_rate
Joseph Robinson,39.0,Female,Region Viii,Limited,Graduate,Unemployed,Laptop,8.4,Skill Upgrade,13.0,Mobile App Development,Business,Advanced,29.0,9.0,21.0,2022-08-01,Dropped,2022-11-12,261.9125,2.0,9.0,12.0,11.3,Assignment,93.06,77.91,49.44,5.0,7.666666666666667,63.675,94.92000000000002,0.06896551724137931,523.825
Dana Booth,38.0,Female,Ncr,Mobile,College,Unemployed,Desktop,10.5,Personal Interest,14.0,Machine Learning A-Z,Arts,Beginner,14.0,14.0,16.0,,Completed,2023-06-10,54.2,19.0,25.0,25.0,44.3,Final Exam,65.33,84.29,87.44,1.0,23.0,85.86500000000001,465.15,1.0,1029.8
Sarah Carpenter,18.0,Female,Region Xii,Broadband,High School,Student,Desktop,-8.55,Career Change,10.0,Cloud Computing Basics,Math,Beginner,22.0,11.0,10.0,,Dropped,2022-05-16,90.9,28.0,36.0,4.0,67.2,Quiz,37.67,72.66,50.92,4.0,22.666666666666668,61.79,-574.5600000000001,1.0,2545.2000000000003
Caleb Foster,47.0,Female,Ncr,Limited,College,Unemployed,Mobile,13.1,Skill Upgrade,0.0,Mobile App Development,IT,Intermediate,-8.5,12.0,23.0,,Completed,2023-04-23,70.1,25.0,33.0,26.0,89.7,Quiz,32.86,82.09,62.98,4.0,28.0,72.535,1175.07,0.0,1752.4999999999998
Jerome Bryan,23.0,Male,Region Iii,Broadband,Graduate,Employed,Desktop,10.9,Career Change,4.0,Ui/Ux Design Principles,Business,Advanced,17.0,11.0,17.0,,Dropped,2022-03-05,71.3,23.0,17.0,13.0,59.7,Quiz,89.45,78.99,42.73,1.0,17.666666666666668,60.86,650.73,1.0,1639.8999999999999
Michelle Molina,21.0,Male,Ncr,Broadband,College,Student,Laptop,16.6,Academic Requirement,9.0,Cloud Computing Basics,Math,Beginner,18.0,10.0,8.0,,Ongoing,2024-10-26,14.6,6.0,43.0,15.0,148.1,Assignment,52.15,85.96,132.58625,3.0,21.333333333333332,109.273125,2458.46,0.3333333333333333,87.6
Andrea Orozco,-4.0,Female,Region Iv-A,Limited,College,Employed,Laptop,-8.55,Academic Requirement,1.0,Cybersecurity Essentials,Science,Advanced,7.0,5.0,23.0,2023-12-09,Ongoing,2024-03-10,150.6,9.0,28.0,15.0,94.9,Assignment,57.9,71.56,42.63,3.0,17.333333333333332,57.095,-811.3950000000001,1.0,1355.3999999999999
Kelly Goodwin,51.0,Female,Ncr,Mobile,Graduate,Unemployed,Desktop,10.9,Skill Upgrade,3.0,Web Development Bootcamp,IT,Beginner,18.0,15.0,34.0,2022-07-04,Completed,2023-03-26,34.9,13.0,14.0,28.0,122.7,Assignment,51.27,94.49,52.13,3.0,18.333333333333332,73.31,1337.43,0.7222222222222222,453.7
Patricia Thompson,49.0,Male,Region Vii,Broadband,College,Employed,Desktop,1.3,Skill Upgrade,3.0,Cybersecurity Essentials,IT,Intermediate,15.0,4.0,14.0,2022-09-03,Completed,2022-07-11,115.0,24.0,17.0,8.0,62.9,Final Exam,44.65,51.8,132.58625,1.0,16.333333333333332,92.19312500000001,81.77,1.0,2760.0
Tom Pineda,36.0,Male,Region Iv-A,Limited,College,Student,Laptop,12.9,Skill Upgrade,2.0,Mobile App Development,IT,Intermediate,19.0,20.0,8.0,2023-12-09,Completed,2023-07-01,97.1,16.0,25.0,24.0,149.3,Assignment,96.76,34.65,39.43,2.0,21.666666666666668,37.04,1925.9700000000003,0.8421052631578947,1553.6
Tommy Rodriguez,23.0,Male,Region Xi,Broadband,Graduate,Student,Tablet,18.3,Skill Upgrade,14.0,Cloud Computing Basics,Science,Advanced,29.0,4.0,6.0,,Dropped,2023-09-16,179.3,6.0,24.0,23.0,103.5,Quiz,67.63,64.89500000000001,62.66,3.0,17.666666666666668,63.7775,1894.0500000000002,0.20689655172413793,1075.8000000000002
Joshua Hancock,40.0,Male,Region Xi,Broadband,High School,Unemployed,Laptop,11.4,Career Change,15.0,Mobile App Development,IT,Intermediate,7.0,12.0,9.0,2022-07-06,Completed,2024-04-08,22.2,10.0,6.0,24.0,56.5,Quiz,92.26,47.86,78.58,3.0,13.333333333333334,63.22,644.1,1.0,222.0
Raven Mcdonald,24.0,Female,Region I,Broadband,College,Student,Laptop,18.8,Personal Interest,11.0,Python For Beginners,Math,Intermediate,25.0,8.0,10.0,,Ongoing,2024-02-13,80.4,1.0,20.0,29.0,39.6,Quiz,39.41,38.96,98.52,5.0,16.666666666666668,68.74,744.48,0.04,80.4
David Hayden,29.0,Female,Region Vi,Mobile,College,Unemployed,Laptop,10.5,Personal Interest,14.0,Ui/Ux Design Principles,IT,Beginner,14.0,15.0,14.0,2022-03-12,Completed,2023-12-19,61.7,12.0,19.0,25.0,18.9,Quiz,64.27,45.27,84.76,4.0,18.666666666666668,65.015,198.45,0.8571428571428571,740.4000000000001
Jerry Mckay,53.0,Non-Binary,Region Vii,Limited,College,Employed,Laptop,17.2,Career Change,9.0,Python For Beginners,Business,Advanced,18.0,8.0,14.0,2023-03-03,Completed,2023-08-14,53.5,16.0,34.0,7.0,61.1,Quiz,34.63,49.32,78.7,4.0,19.0,64.01,1050.92,0.8888888888888888,856.0
Julie Lucero,21.0,Other,Region Ix,Mobile,College,Unemployed,Desktop,9.9,Skill Upgrade,2.0,Python For Beginners,Business,Beginner,23.0,10.0,24.0,,Completed,2024-12-18,261.9125,18.0,15.0,6.0,65.2,Quiz,46.02,58.88,65.445,-1.0,13.0,62.162499999999994,645.48,0.782608695652174,4714.425
Heather Anderson,55.0,Non-Binary,Region Iii,Broadband,College,Employed,Mobile,7.3,Career Change,13.0,Python For Beginners,IT,Intermediate,23.0,10.0,6.0,,Completed,2024-05-07,15.7,2.0,32.0,10.0,127.5,Quiz,31.32,88.17,81.86,3.0,14.666666666666666,85.015,930.75,0.08695652173913043,31.4
Hannah Davis,22.0,Female,Region Xi,Broadband,Graduate,Unemployed,Mobile,1.4,Personal Interest,13.0,Cybersecurity Essentials,IT,Advanced,9.0,7.0,5.0,,Ongoing,2022-09-25,39.9,5.0,6.0,23.0,-17.9,Assignment,44.54,44.64,43.47,3.0,11.333333333333334,44.055,-25.059999999999995,0.5555555555555556,199.5
Melanie Sullivan,23.0,Male,Region Vii,Mobile,Graduate,Employed,Laptop,16.8,Skill Upgrade,10.0,Business Analytics,IT,Intermediate,17.0,12.0,17.0,,Ongoing,2024-05-30,55.5,24.0,22.0,24.0,123.9,Quiz,49.37,74.59,73.53,3.0,23.333333333333332,74.06,2081.52,1.0,1332.0
Sherry Stewart,27.0,Female,Region Xi,Broadband,Graduate,Student,Laptop,10.3,Skill Upgrade,11.0,Cloud Computing Basics,IT,Advanced,18.0,6.0,15.0,2024-08-04,Ongoing,2024-01-30,159.3,9.0,25.0,10.0,67.5,Quiz,78.26,38.91,83.61,3.0,14.666666666666666,61.26,695.25,0.5,1433.7
Krista Thompson,40.0,Male,Ncr,Broadband,High School,Employed,Desktop,2.6,Career Change,13.0,Cloud Computing Basics,Business,Intermediate,13.0,12.0,14.0,,Ongoing,2022-02-23,27.2,5.0,30.0,7.0,137.8,Assignment,35.4,90.23,65.01,5.0,14.0,77.62,358.28000000000003,0.38461538461538464,136.0
Elizabeth Rose,17.0,Male,Region Xii,Mobile,Graduate,Student,Laptop,2.1,Skill Upgrade,0.0,Business Analytics,Arts,Advanced,18.0,20.0,4.0,,Dropped,2023-03-02,176.5,13.0,37.0,25.0,77.5,Assignment,88.68,99.4,57.2,3.0,25.0,78.30000000000001,162.75,0.7222222222222222,2294.5
Katherine Wilson,28.0,Female,Ncr,Broadband,Graduate,Student,Mobile,10.5,Personal Interest,8.0,Data Science Fundamentals,Science,Beginner,10.0,15.0,22.0,,Ongoing,2022-02-22,161.1,11.0,25.0,30.0,38.9,Final Exam,31.93,80.29,49.05,1.0,22.0,64.67,408.45,1.0,1772.1
Chad Williams,33.0,Non-Binary,Region Iv-A,Limited,College,Student,Desktop,6.2,Skill Upgrade,1.0,Cloud Computing Basics,IT,Intermediate,7.0,5.0,19.0,,Completed,2022-07-06,11.8,21.0,42.0,15.0,154.2,Quiz,65.33,67.07,59.21,1.0,26.0,63.14,956.04,1.0,247.8
John Valdez,20.0,Female,Ncr,Broadband,College,Student,Mobile,19.1,Skill Upgrade,10.0,Business Analytics,IT,Beginner,11.0,5.0,19.0,,Ongoing,2022-07-24,261.9125,26.0,44.0,25.0,44.6,Assignment,36.84,94.84,99.75,4.0,31.666666666666668,97.295,851.8600000000001,1.0,6809.725
Brittany Larson,49.0,Non-Binary,Ncr,Broadband,High School,Student,Mobile,17.0,Career Change,9.0,Digital Marketing,Science,Beginner,29.0,9.0,19.0,,Dropped,2024-05-27,22.2,16.0,40.0,19.0,121.8,Final Exam,99.91,74.9,65.445,-1.0,25.0,70.1725,2070.6,0.5517241379310345,355.2
Lawrence Robbins,19.0,Non-Binary,Region Iv-A,Broadband,College,Employed,Mobile,8.7,Skill Upgrade,10.0,Ui/Ux Design Principles,IT,Intermediate,25.0,12.0,4.0,,Ongoing,2022-05-14,89.3,23.0,33.0,29.0,76.4,Final Exam,98.74,64.89500000000001,37.42,3.0,28.333333333333332,51.157500000000006,664.68,0.92,2053.9
Zachary Smith,41.0,Female,Region Ix,Limited,College,Student,Mobile,9.5,Personal Interest,4.0,Web Development Bootcamp,IT,Beginner,16.0,3.0,4.0,,Dropped,2023-07-17,47.8,13.0,26.0,47.0,97.0,Quiz,65.33,74.67,58.64,3.0,28.666666666666668,66.655,921.5,0.8125,621.4
James Smith,24.0,Male,Region Iii,Broadband,College,Student,Desktop,14.7,Skill Upgrade,5.0,Web Development Bootcamp,Math,Beginner,10.0,7.0,21.0,2023-01-11,Ongoing,2023-01-30,113.0,16.0,25.0,24.0,86.9,Quiz,56.11,79.32,65.445,3.0,21.666666666666668,72.3825,1277.43,1.0,1808.0
Jorge Morgan,25.0,Non-Binary,Region Iii,Mobile,High School,Student,Desktop,6.5,Skill Upgrade,11.0,Cloud Computing Basics,IT,Advanced,29.0,12.0,14.0,2023-12-05,Dropped,2022-07-29,164.7,11.0,4.0,27.0,143.7,Quiz,95.09,62.87,61.79,2.0,14.0,62.33,934.05,0.3793103448275862,1811.6999999999998
Angela Hill,48.0,Non-Binary,Region Vii,Mobile,College,Student,Laptop,7.5,Academic Requirement,0.0,Cybersecurity Essentials,Science,Advanced,23.0,7.0,23.0,,Completed,2024-04-04,12.3,18.0,22.0,25.0,107.3,Quiz,68.13,70.31,88.39,4.0,21.666666666666668,79.35,804.75,0.782608695652174,221.4
Sean Vasquez,38.0,Female,Region X,Limited,College,Student,Laptop,29.45,Personal Interest,14.0,Digital Marketing,IT,Intermediate,16.0,4.0,14.0,,Completed,2024-05-06,21.7,45.5,14.0,16.0,91.4,Final Exam,41.25,57.84,62.19,2.0,25.166666666666668,60.015,2691.73,1.0,987.35
James Beck,27.0,Male,Ncr,Broadband,College,Student,Laptop,10.7,Skill Upgrade,2.0,Web Development Bootcamp,Business,Beginner,28.0,10.0,16.0,2023-02-11,Dropped,2024-07-28,172.6,13.0,31.0,15.0,57.2,Quiz,46.74,45.51,85.64,3.0,19.666666666666668,65.575,612.04,0.4642857142857143,2243.7999999999997
Gail Sanchez,36.0,Male,Region Iii,Broadband,College,Student,Laptop,1.4,Academic Requirement,13.0,Mobile App Development,Math,Beginner,19.0,18.0,9.0,2023-12-05,Completed,2024-04-14,167.7,4.0,15.0,28.0,112.7,Quiz,57.74,87.36,97.98,2.0,15.666666666666666,92.67,157.78,0.21052631578947367,670.8
Rachel Wilson,50.0,Female,Ncr,Mobile,High School,Student,Laptop,2.8,Career Change,7.0,Cybersecurity Essentials,Science,Advanced,12.0,18.0,14.0,,Ongoing,2023-12-01,74.1,11.0,45.0,22.0,97.4,Final Exam,51.64,70.56,92.9,3.0,26.0,81.73,272.71999999999997,0.9166666666666666,815.0999999999999
Eugene Melton,29.0,Male,Ncr,Broadband,College,Employed,Desktop,9.8,,2.0,Machine Learning A-Z,Business,Intermediate,28.0,10.0,7.0,,Ongoing,2022-08-02,123.9,14.0,45.0,1.0,122.0,Assignment,59.27,84.86,36.06,3.0,20.0,60.46,1195.6000000000001,0.5,1734.6000000000001
Lori Ward,20.0,Non-Binary,Ncr,Mobile,High School,Employed,Mobile,13.8,Career Change,7.0,Digital Marketing,IT,Intermediate,11.0,7.0,19.0,,Completed,2022-10-10,118.1,21.0,26.0,15.0,58.6,Assignment,65.33,95.73,88.11,2.0,20.666666666666668,91.92,808.6800000000001,1.0,2480.1
Ronnie Beck,25.0,Other,Region Ii,Mobile,College,Student,Laptop,9.3,Career Change,12.0,Cybersecurity Essentials,IT,Intermediate,29.0,11.0,21.0,,Ongoing,2022-05-27,67.9,17.0,6.0,8.0,15.2,Assignment,41.46,50.5,90.61,7.0,10.333333333333334,70.555,141.36,0.5862068965517241,1154.3000000000002
Mark Park,33.0,Female,Region Vii,Broadband,Graduate,Employed,Desktop,8.5,Personal Interest,15.0,Business Analytics,Arts,Intermediate,21.0,16.0,12.0,,Completed,2022-02-14,116.3,14.0,36.0,12.0,66.7,Assignment,33.8,38.85,59.25,5.0,20.666666666666668,49.05,566.95,0.6666666666666666,1628.2
Jessica Wood,17.0,Male,Region Ix,Mobile,College,Student,Laptop,-8.55,Academic Requirement,3.0,Ui/Ux Design Principles,IT,Beginner,9.0,12.0,18.0,,Dropped,2024-10-06,88.8,12.0,33.0,-17.0,14.1,Final Exam,67.08,61.69,96.28,2.0,9.333333333333334,78.985,-120.555,1.0,1065.6
Timothy Walker,25.0,Female,Region Ii,Broadband,College,Employed,Mobile,14.6,Personal Interest,7.0,Cybersecurity Essentials,Science,Beginner,12.0,19.0,4.0,2022-11-10,Completed,2022-02-25,153.0,24.0,18.0,8.0,148.9,Final Exam,44.25,44.88,77.3,5.0,16.666666666666668,61.09,2173.94,1.0,3672.0
David Moore,41.0,Female,Region I,Mobile,Graduate,Student,Laptop,1.2,Personal Interest,8.0,Business Analytics,Science,Advanced,18.0,14.0,12.0,,Completed,2022-10-26,72.8,30.0,13.0,26.0,94.9,Quiz,92.92,37.68,92.97,1.0,23.0,65.325,113.88000000000001,1.0,2184.0
Danielle Skinner,49.0,Female,Region I,Broadband,College,Employed,Mobile,6.4,Career Change,9.0,Cybersecurity Essentials,IT,Intermediate,17.0,19.0,10.0,,Dropped,2022-07-31,119.8,15.0,75.5,19.0,27.5,Assignment,56.7,64.09,65.445,3.0,36.5,64.7675,176.0,0.8823529411764706,1797.0
Timothy Peterson,22.0,Female,Region Iii,Mobile,Graduate,Unemployed,Mobile,4.9,Personal Interest,2.0,Cloud Computing Basics,Science,Intermediate,30.0,16.0,22.0,,Ongoing,2024-12-03,43.9,16.0,46.0,0.0,176.4,Quiz,47.89,34.69,52.9,5.0,20.666666666666668,43.795,864.3600000000001,0.5333333333333333,702.4
Michael Young,31.0,Male,Region Ix,Broadband,Graduate,Student,Laptop,4.0,Career Change,3.0,Digital Marketing,Business,Advanced,6.0,13.0,12.0,,Ongoing,2024-05-07,158.7,5.0,21.0,28.0,40.4,Assignment,71.48,45.54,74.66,1.0,18.0,60.099999999999994,161.6,0.8333333333333334,793.5
Brian Santiago,39.0,Female,Ncr,Broadband,High School,Unemployed,Desktop,16.5,Career Change,15.0,Python For Beginners,IT,Intermediate,29.0,20.0,9.0,,Completed,2022-08-26,139.2,11.0,46.0,16.0,43.7,Quiz,30.6,64.89500000000001,39.91,2.0,24.333333333333332,52.4025,721.0500000000001,0.3793103448275862,1531.1999999999998
Amanda Meyers,29.0,Male,Region Xi,Broadband,College,Unemployed,Tablet,13.6,Career Change,13.0,Mobile App Development,Math,Beginner,20.0,14.0,17.0,,Dropped,2024-04-12,113.2,13.0,15.0,24.0,13.0,Quiz,41.3,49.71,77.21,3.0,17.333333333333332,63.459999999999994,176.79999999999998,0.65,1471.6000000000001
Corey Fletcher,27.0,Male,Region Vi,Mobile,Undergraduate,Employed,Laptop,19.7,Personal Interest,0.0,Business Analytics,Arts,Intermediate,12.0,6.0,24.0,,Dropped,2022-03-18,261.9125,27.0,25.0,15.0,78.2,Final Exam,44.63,62.81,61.9,2.0,22.333333333333332,62.355000000000004,1540.54,1.0,7071.637500000001
Susan Guerrero,29.0,Male,Region X,Mobile,High School,Employed,Tablet,8.7,Skill Upgrade,12.0,Cloud Computing Basics,Science,Beginner,17.0,10.0,4.0,2022-07-07,Ongoing,2022-10-12,79.3,25.0,19.0,10.0,161.1,Final Exam,64.86,30.18,78.24,3.0,18.0,54.209999999999994,1401.57,1.0,1982.5
Tina Taylor,21.0,Female,Region Xi,Mobile,College,Student,Tablet,1.5,Skill Upgrade,6.0,Digital Marketing,IT,Intermediate,25.0,4.0,10.0,,Dropped,2023-03-21,131.2,7.0,5.0,1.0,110.2,Final Exam,137.27875,66.47,86.67,5.0,4.333333333333333,76.57,165.3,0.28,918.3999999999999
William Chapman,30.0,Female,Ncr,Broadband,Graduate,Student,Laptop,4.4,Academic Requirement,23.0,Cybersecurity Essentials,IT,Intermediate,18.0,10.0,16.0,,Completed,2022-10-15,124.6,3.0,48.0,24.0,128.6,Assignment,89.28,93.8,99.55,3.0,25.0,96.675,565.84,0.16666666666666666,373.79999999999995
Diana Johnson,29.0,Female,Region Vii,Mobile,Graduate,Employed,Desktop,18.7,Academic Requirement,9.0,Data Science Fundamentals,Math,Advanced,8.0,7.0,23.0,,Dropped,2022-02-28,27.7,14.0,6.0,15.0,162.7,Final Exam,86.73,94.88,66.82,3.0,11.666666666666666,80.85,3042.49,1.0,387.8
Rebecca Murphy,26.0,Female,Region Vii,Mobile,College,Student,Laptop,9.2,Academic Requirement,0.0,Cybersecurity Essentials,Science,Beginner,17.0,15.0,14.0,2022-02-01,Ongoing,2023-05-11,106.2,11.0,30.0,4.0,175.7,Assignment,50.75,43.16,97.17,3.0,15.0,70.16499999999999,1616.4399999999998,0.6470588235294118,1168.2
Matthew Beltran,34.0,Female,Ncr,Broadband,College,Employed,Desktop,11.5,Career Change,4.0,Ui/Ux Design Principles,Science,Intermediate,30.0,20.0,24.0,,Completed,2022-04-25,94.9,23.0,16.0,22.0,98.9,Assignment,54.47,33.49,31.17,3.0,20.333333333333332,32.33,1137.3500000000001,0.7666666666666667,2182.7000000000003
Randy Jones,25.0,Male,Ncr,Broadband,Graduate,Employed,Mobile,1.7,Academic Requirement,0.0,Mobile App Development,Business,Beginner,10.0,9.0,10.0,2022-02-02,Completed,2022-01-28,94.7,5.0,50.0,12.0,82.0,Final Exam,61.59,96.16,65.445,3.0,22.333333333333332,80.8025,139.4,0.5,473.5
Daniel Shepard,33.0,Non-Binary,Region X,Broadband,College,Student,Laptop,18.3,Career Change,12.0,Digital Marketing,Business,Intermediate,25.0,14.0,14.0,,Dropped,2024-05-07,158.6,24.0,32.0,9.0,155.5,Assignment,75.84,74.1,88.25,4.0,21.666666666666668,81.175,2845.65,0.96,3806.3999999999996
Christopher Hodges,35.5,Non-Binary,Region Xii,Broadband,Graduate,Employed,Desktop,9.9,Academic Requirement,9.0,Machine Learning A-Z,IT,Advanced,22.0,11.0,17.0,,Completed,2024-05-07,133.1,45.5,38.0,8.0,38.1,Quiz,62.05,94.24,83.09,4.0,30.5,88.66499999999999,377.19000000000005,1.0,6056.05
Patricia Nguyen,25.0,Male,Region Xi,Broadband,High School,Student,Laptop,13.7,Career Change,7.0,Python For Beginners,IT,Intermediate,9.0,14.0,5.0,2022-10-01,Dropped,2022-02-17,173.1,7.0,4.0,14.0,141.2,Final Exam,46.28,64.4,83.09,1.0,8.333333333333334,73.745,1934.4399999999998,0.7777777777777778,1211.7
Jennifer Cruz,35.5,Male,Region Iv-A,Broadband,College,Employed,Laptop,3.8,Personal Interest,12.0,Ui/Ux Design Principles,IT,Advanced,6.0,18.0,10.0,,Dropped,2022-06-14,138.6,26.0,40.0,7.0,23.3,Assignment,54.08,82.91,65.445,4.0,24.333333333333332,74.1775,88.53999999999999,1.0,3603.6
Mary Cabrera,22.0,Male,Region Vii,Broadband,College,Employed,Mobile,20.0,Career Change,10.0,Ui/Ux Design Principles,Science,Intermediate,28.0,8.0,12.0,,Completed,2024-11-18,30.1,21.0,25.0,19.0,82.1,Final Exam,88.26,85.31,73.29,1.0,21.666666666666668,79.30000000000001,1642.0,0.75,632.1
Heather Potter,35.0,Other,Region Xi,Mobile,Graduate,Student,Desktop,3.7,Personal Interest,13.0,Data Science Fundamentals,IT,Intermediate,11.0,10.0,20.0,,Dropped,2024-10-25,169.1,21.0,9.0,26.0,268.7875,Quiz,68.71,46.63,39.28,3.0,18.666666666666668,42.955,994.5137500000002,1.0,3551.1
Patrick Wilson,-4.0,Other,Region Xi,Broadband,Graduate,Student,Mobile,6.4,Career Change,6.0,Cybersecurity Essentials,Science,Advanced,16.0,5.0,24.0,,Ongoing,2022-08-08,79.4,4.0,29.0,12.0,173.2,Assignment,44.95,37.81,-1.7637499999999946,1.0,15.0,18.023125000000004,1108.48,0.25,317.6
April Olson,55.0,Male,Region X,Limited,College,Employed,Tablet,18.1,Personal Interest,6.0,Machine Learning A-Z,IT,Intermediate,8.0,14.0,20.0,2023-12-05,Completed,2023-08-22,111.1,24.0,75.5,-10.0,147.5,Quiz,84.33,86.48,64.61,2.0,29.833333333333332,75.545,2669.75,1.0,2666.3999999999996
Cynthia Chapman,19.0,Female,Region Iii,Broadband,College,Employed,Laptop,1.9,Career Change,7.0,Cybersecurity Essentials,Business,Intermediate,26.0,14.0,6.0,,Dropped,2024-10-31,22.8,18.0,28.0,1.0,63.3,Assignment,56.27,51.74,36.9,5.0,15.666666666666666,44.32,120.27,0.6923076923076923,410.40000000000003
Travis Brown,51.0,Other,Region V,Mobile,Highschool,Student,Laptop,10.9,Career Change,13.0,Python For Beginners,Business,Advanced,23.0,5.0,19.0,,Dropped,2024-11-11,62.1,16.0,25.0,4.0,128.8,Quiz,97.66,61.97,48.83,1.0,15.0,55.4,1403.92,0.6956521739130435,993.6
Scott Williams,54.0,Male,Region Vii,Broadband,High School,Unemployed,Laptop,2.5,Skill Upgrade,2.0,Business Analytics,Science,Intermediate,16.0,18.0,16.0,2024-08-03,Ongoing,2023-01-17,94.7,15.0,7.0,21.0,80.6,Assignment,46.84,37.46,83.54,4.0,14.333333333333334,60.5,201.5,0.9375,1420.5
Erika Baldwin,47.0,Male,Region Vii,Limited,Graduate,Unemployed,Mobile,6.4,Skill Upgrade,4.0,Business Analytics,Science,Intermediate,7.0,15.0,9.0,,Completed,2023-08-31,28.8,14.0,43.0,20.0,73.7,Quiz,37.89,67.23,92.1,3.0,25.666666666666668,79.66499999999999,471.68000000000006,1.0,403.2
Karen Jones,40.0,Female,Region Xi,Mobile,Graduate,Unemployed,Mobile,5.1,Skill Upgrade,7.0,Business Analytics,Arts,Beginner,20.0,10.0,11.0,2022-11-06,Ongoing,2023-01-06,34.6,20.0,41.0,-17.0,66.1,Quiz,33.06,56.4,40.16,5.0,14.666666666666666,48.28,337.10999999999996,1.0,692.0
Bryan Martin,33.0,Female,Region Vii,Mobile,High School,Unemployed,Mobile,9.5,Personal Interest,1.0,Digital Marketing,Business,Intermediate,19.0,19.0,22.0,2023-07-08,Dropped,2022-04-27,168.1,16.0,17.0,13.0,177.9,Final Exam,36.64,76.4,65.445,1.0,15.333333333333334,70.9225,1690.05,0.8421052631578947,2689.6
Sherri Berry,36.0,Female,Ncr,Broadband,College,Student,Mobile,12.3,Personal Interest,11.0,Web Development Bootcamp,IT,Intermediate,18.0,12.0,10.0,2024-04-11,Ongoing,2023-03-09,127.3,19.0,3.0,30.0,18.1,Quiz,87.63,59.82,43.2,2.0,17.333333333333332,51.510000000000005,222.63000000000002,1.0,2418.7
Jason Shaw,28.0,Male,Region Xii,Broadband,High School,Unemployed,Tablet,17.4,Academic Requirement,1.0,Python For Beginners,Business,Advanced,24.0,10.0,9.0,,Completed,2023-11-13,68.1,27.0,43.0,18.0,151.2,Assignment,99.94,74.25,52.55,3.0,29.333333333333332,63.4,2630.8799999999997,1.0,1838.6999999999998
Cindy Shaw,54.0,Male,Region Xi,Limited,High School,Employed,Mobile,17.0,Skill Upgrade,15.0,Web Development Bootcamp,IT,Beginner,10.0,15.0,7.0,,Ongoing,2023-06-19,26.6,25.0,20.0,10.0,141.9,Quiz,92.63,71.85,81.58,3.0,18.333333333333332,76.715,2412.3,1.0,665.0
Becky Maldonado,35.0,Male,Region Vi,Broadband,High School,Employed,Laptop,10.5,Skill Upgrade,5.0,Digital Marketing,Arts,Beginner,29.0,13.0,6.0,2024-06-11,Completed,2023-03-18,90.0,16.0,44.0,15.0,130.1,Assignment,94.39,75.53,81.45,1.0,25.0,78.49000000000001,1366.05,0.5517241379310345,1440.0
Andrea Nelson,30.0,Male,Region Iv-A,Limited,College,Student,Mobile,5.5,Career Change,3.0,Data Science Fundamentals,Business,Intermediate,14.0,12.0,21.0,2023-09-07,Dropped,2022-03-05,57.5,25.0,44.0,14.0,129.3,Quiz,76.78,76.02,59.16,5.0,27.666666666666668,67.59,711.1500000000001,1.0,1437.5
Jason Burke,47.0,Non-Binary,Region Vi,Mobile,Graduate,Student,Mobile,9.9,Career Change,4.0,Ui/Ux Design Principles,IT,Intermediate,25.0,19.0,9.0,2022-05-06,Completed,2024-05-07,43.9,20.0,47.0,15.0,172.7,Assignment,79.78,76.48,72.0,5.0,27.333333333333332,74.24000000000001,1709.73,0.8,878.0
Jesse Schmidt,21.0,Male,Caraga,Mobile,High School,Unemployed,Laptop,4.6,Academic Requirement,7.0,Business Analytics,IT,Intermediate,25.0,7.0,16.0,,Completed,2023-07-08,44.3,17.0,14.0,8.0,73.1,Final Exam,66.88,72.86,65.54,3.0,13.0,69.2,336.25999999999993,0.68,753.0999999999999
Brittany Mann,51.0,Non-Binary,Ncr,Mobile,Graduate,Employed,Laptop,1.4,Skill Upgrade,0.0,Ui/Ux Design Principles,IT,Intermediate,22.0,19.0,15.0,2024-09-09,Completed,2023-05-25,147.1,14.0,13.0,3.0,90.0,Quiz,62.05,64.89500000000001,83.34,3.0,10.0,74.1175,125.99999999999999,0.6363636363636364,2059.4
Gail Mcclain,45.0,Female,Region Xi,Broadband,College,Employed,Mobile,8.6,Personal Interest,13.0,Cloud Computing Basics,Math,Advanced,13.0,16.0,18.0,,Dropped,2022-04-16,54.3,3.0,48.0,16.0,171.7,Assignment,37.18,88.05,65.445,-1.0,22.333333333333332,76.7475,1476.62,0.23076923076923078,162.89999999999998
Sarah Bennett,17.0,Female,Region Iii,Broadband,College,Employed,Tablet,17.8,Skill Upgrade,9.0,Ui/Ux Design Principles,Math,Beginner,18.0,12.0,12.0,2022-04-02,Dropped,2024-04-16,108.0,16.0,2.0,22.0,54.9,Final Exam,60.42,79.21,92.97,1.0,13.333333333333334,86.09,977.22,0.8888888888888888,1728.0
