student_name,age,gender,region,internet_access_type,education_level,employment_status,device_type,weekly_study_hours,learning_goal,prior_courses_completed,course_name,course_category,difficulty_level,total_modules,total_quizzes,course_duration_weeks,enrollment_date,completion_status,login_date,session_duration_minutes,modules_accessed,videos_watched,total_posts,avg_session_duration,assessment_type,score_obtained,quiz_avg_score,assignment_avg_score,satisfaction_rating
Jennifer Hicks,54,Non-binary,Region VIII,Mobile,College,Working professional,Mobile,6.7,Academic Requirement,,UI/UX Design Principles,Science,Intermediate,8,20,22,28/06/2022,Ongoing,04/10/2023,61.7,26,37,7,127.5,Quiz,70.48,39.42,58.56,5
Bonnie Velez,36,female,Region IV-A,Mobile,College,Employed,laptop,6.2,Personal Interest,8,Web Development Bootcamp,IT,Beginner,18,7,14,08/05/2023,Completed,18/12/2023,122.9,25,25,30,136.6,exam,,66.24,50.32,5
Maria Kelly,27,Male,N/A,Broadband,College,Unemployed,Laptop,6.5,personal interest,6,Cloud Computing Basics,IT,Advanced,7,18,19,12/07/2022,Completed,06/08/2023,19.1,28,4,10,179,quiz,72.93,,,1
Jeremy Alvarez,19,Prefer not to say,Region I,Mobile,COLLEGE,Student,Laptop,16.7,Skill Upgrade,0,Cybersecurity Essentials,,beginner,23,14,21,09/06/2022,Dropped,04/10/2024,55.3,15,18,2,166.4,Assignment,59.84,36.91,74.47,2
Joyce Martinez,55,Female,Region III,Mobile,high school,student,Mobile,6.5,academic requirement,3,Mobile App Development,N/A,Beginner,21,10,8,09/02/2024,Completed,20/08/2024,146.6,18,8,13,108.6,Final Exam,89.07,81.01,90.85,5
Brittany Barker,40,Female,N/A,Limited,COLLEGE,Employed,Laptop,17,skill upgrade,10,Digital Marketing,Arts,Intermediate,20,,18,22/04/2024,Completed,24/05/2023,50,19,29,22,122.9,Assignment,69.37,2199.65,75.13,3
none,39,Female,Metro Manila,Mobile,High School,Student,Laptop,5.1,Academic Requirement,14,Mobile App Development,IT,beginner,21,3,9,11/12/2023,Completed - No Certificate,20/10/2024,10533.6,18,,19,133.4,assignment,72.09,59.22,-76.36,3
Kimberly Terry,21,male,Region XI,Broadband,High School,unemployed,Desktop,19.5,Earn a certificate,12,Data Science Fundamentals,DATA SCIENCE,Intermediate,29,12,24,12/02/2024,Completed,15/05/2024,143.9,2,16,29,128.3,Assignment,97.48,30.76,41.48,-1
Danielle Clark,22,Female,Region IV-A,Broadband,High School,Student,desktop,-17.4,Personal Interest,3,Python for Beginners,Business,,15,8,5,10/06/2022,Ongoing,15/02/2022,23.4,18,,1,63.1,quiz,36.29,36.29,92.94,1
Thomas Salinas,36,Male,Region VII,Mobile,College,Employed,Tablet,2.4,Earn a certificate,9,Data Science Fundamentals,Business,beginner,18,3,16,15/11/2024,Dropped,08/11/2024,13.2,10,20,25,-120.8,Final Exam,36.13,57.83,86.49,5
Jessica Rosales,46,Non-binary,NCR,Mobile,College,Student,Laptop,16.1,Skill Upgrade,13,Mobile App Development,IT,intermediate,15,3,12,21/12/2023,Completed,02/12/2024,171.1,7,38,20,71.9,Quiz,40.13,33.44,75.88,2
Joel Atkins,31,Female,Region VIII,Limited,HIGH SCHOOL,Student,phone,12.6,Skill Upgrade,0,Mobile App Development,IT,Intermediate,11,7,16,27/03/2023,Ongoing,27/05/2024,137,23,38,9,136.4,N/A,82.08,,42.12,5
Nicholas Mack,55,Female,NCR,Broadband,Graduate,Unemployed,Mobile,10.4,personal interest,,Mobile App Development,IT,Beginner,20,7,14,25/05/2023,Dropped,27/02/2023,73.5,6,34,23,62.9,quiz,31.54,95.07,31.96,3
Jessica Lee,43,female,Region I,mobile,Graduate,Student,Mobile,11.2,Skill Upgrade,12,Data Science Fundamentals,Science,Beginner,17,,20,07/08/2023,In-progress,18/06/2024,34.1,7,8,27,87,exam,45.04,35.5,37.28,2
Deborah Bennett,50,Female,Region X,Mobile,College,Employed,Desktop,6.4,Personal Interest,9,Business Analytics,IT,Beginner,16,12,5,21/10/2023,Dropped,21/03/2023,51.9,10,42,7,73.6,Final Exam,55.83,82.74,72.26,3
Danielle Roach,23,non binary,Region IV-A,Mobile,College,Employed,Mobile,7.6,Career Change,13,Web Development Bootcamp,IT,Intermediate,11,17,7,08/08/2023,Ongoing,04/12/2022,52.6,14,11,27,176.3,Assignment,82.6,80.97,,
Jesse Smith,16,female,METRO MANILA,Mobile,College,Student,Tablet,16.7,career change,,Mobile App Development,Business,expert,9,14,19,10/03/2023,Completed,30/09/2024,108.8,,20,0,165.3,Final Exam,69.3,89.08,70.05,5
Maria Robinson,55,N/A,Region I,Broadband,College,Student,Desktop,16,Skill Upgrade,90,Digital Marketing,Arts,beginner,,18,7,12/12/2023,Dropped,03/11/2023,74.8,29,50,26,8792.4,Quiz,-96.22,43.08,65.72,
Charles Walker,45,Female,Region VI,Broadband,High School,Student,,9.4,Academic Requirement,1,Business Analytics,Arts,INTERMEDIATE,20,7,23,13/02/2022,Completed,10/10/2023,82.4,23,48,4,168.3,Final Exam,94.48,64.32,98.45,2
Danny Hayden,37,F,Region VIII,Broadband,Graduate,Student,Tablet,6.7,skill upgrade,-15,Digital Marketing,IT,Advanced,30,4,10,02/04/2023,Ongoing,01/11/2022,168.7,,21,2,100.6,Final Exam,75.2,47.33,98.84,2
Traci Reid,20,Male,BARMM,Mobile,High School,Working professional,Desktop,15.4,Skill Upgrade,8,Data Science Fundamentals,Math,Beginner,28,13,14,25/02/2023,dropped,09/03/2024,103.3,3,28,0,136.6,Final Exam,68.28,,58.69,2
Amanda Baxter,40,Female,,Limited,COLLEGE,Employed,Mobile,13.7,skill upgrade,3,Digital Marketing,Arts,beginner,26,13,18,11/12/2023,Completed,31/03/2024,,21,17,22,172.4,Assignment,,33.27,,5
Colleen Kennedy,54,Male,Region VII,Mobile,High School,Employed,Desktop,12.2,Personal Interest,12,Cybersecurity Essentials,DATA SCIENCE,Beginner,19,13,22,31/05/2024,Ongoing,25/08/2022,1980.3,15,23,25,65.4,Quiz,67.82,80.7,49.01,5
John Thompson,39,Other,Region IV-A,Broadband,COLLEGE,Working professional,Laptop,5.9,Skill Upgrade,8,Cloud Computing Basics,IT,Beginner,29,19,,09/02/2024,In-progress,04/05/2023,23.8,21,1,24,88.9,Quiz,97.54,53.48,37.98,5
Anthony Hill,45,Female,BARMM,Mobile,Graduate,Student,Desktop,20,Skill Upgrade,4,Digital Marketing,Science,,27,3,8,08/12/2023,Dropped,09/10/2023,41.2,28,19,14,176.3,Final Exam,57.37,89.76,9204.48,
Katherine Long,37,Non-binary,Region XI,Broadband,Graduate,Employed,Mobile,13.3,Career Change,3,Cybersecurity Essentials,Math,Advanced,19,9,5,06/04/2024,Dropped,22/09/2024,35.8,10,15,24,110.2,Assignment,94.47,69.02,39.17,1
Phillip Mills,43,Male,Region II,mobile,College,Freelancer,Desktop,1.9,Career Change,4,Machine Learning A-Z,Science,Beginner,11,10,,02/08/2024,Dropped,22/12/2022,68.4,27,8,13,67,Quiz,87.76,-91.76,99.11,5
Nicole Case,24,Male,NCR,Mobile,College,Student - full time,Laptop,1.8,Career change or promotion,12,Business Analytics,IT,N/A,19,14,7,28/11/2023,In-progress,04/11/2024,154.5,27,35,10,28.1,Final Exam,95.35,46.64,40.55,5
Barry Thomas,45,Female,Region XI,Mobile,college,employed,Laptop,14.7,Career Change,5,Cloud Computing Basics,Cybersecurity,,-21,3,8,21/06/2022,Dropped,20/11/2023,174.7,3,48,5,102.8,final exam,,75.6,79.93,3
Vincent Burgess,39,Female,Region VIII,Broadband,Graduate,Freelancer,LAPTOP,8.2,Personal Interest,14,Data Science Fundamentals,Arts,Beginner,28,10,15,09/09/2024,Completed,29/06/2024,68.6,20,11,0,41.4,Quiz,46.17,36.41,51.78,2
Kayla Guzman,21,Non-binary,Region X,Broadband,high school,Freelancer,Mobile,-18.4,Skill Upgrade,4,Mobile App Development,IT,Intermediate,29,9,17,28/05/2024,Completed,08/04/2022,131.4,24,31,26,-179.8,Quiz,32.81,32.16,,3
Robert Leonard,37,Female,Region VI,Broadband,graduate,Employed,Mobile,1.4,Academic Requirement,11,Web Development Bootcamp,IT,Intermediate,29,19,22,17/01/2022,Completed,07/01/2023,99.9,,49,19,130.8,Assignment,85.6,44.93,71.73,5
Karen Murray,20,non-binary,Region IX,Broadband,College,Student - full time,Laptop,5.9,CAREER CHANGE,2,Machine Learning A-Z,IT,ADVANCED,21,17,7,24/10/2022,completed,30/06/2023,117.8,9,42,17,70.4,,73.35,51.73,35.63,1
Stephanie Greene,53,Male,Region XI,BROADBAND,High School,Unemployed,Mobile,5.2,Career Change,8,Cloud Computing Basics,IT,Intermediate,17,15,8,22/12/2023,Dropped,29/10/2022,133.1,27,11,0,145,assignment,45.24,97.38,31.85,5
Miranda Rowe,41,Other,Region III,Broadband,College,Unemployed,Mobile,16.5,skill upgrade,6,Web Development Bootcamp,Arts,intermediate,23,19,10,,Completed,21/10/2024,118.6,1,25,11,24.7,Assignment,97.84,83.87,41.27,4
Victoria Allen,27,male,CARAGA,Mobile,College,Employed,Laptop,8.8,Skill Upgrade,2,Business Analytics,Math,Advanced,19,4,12,12/03/2023,Completed,21/10/2023,,5,8,19,146,Assignment,50.78,35.52,97.17,166
Karen Cantu,,FEMALE,Region II,Mobile,college,Student,Mobile,14.5,Skill Upgrade,2,Machine Learning A-Z,Science,,23,15,10,22/11/2022,Dropped,17/04/2024,20.3,,42,7,154.9,Assignment,42.97,71.84,81.15,2
Ashley Keller,26,Female,Region II,Mobile,College,Freelancer,Laptop,8.4,Personal Interest,1,UI/UX Design Principles,Science,Intermediate,,5,9,01/06/2022,Completed,08/11/2023,138.3,1,22,7,77.4,test,81.61,84.49,52.71,
Bradley Hernandez,54,Female,NCR,Broadband,Graduate,Student,phone,8.4,Career Change,9,Mobile App Development,Business,Advanced,9,20,21,12/04/2024,Ongoing,,15.3,11,46,11,63,Assignment,42.23,99.71,47.82,1
Linda Jackson,30,Male,Region IV-A,broadband,College,Unemployed,Laptop,14.4,Career Change,-11,Mobile App Development,Business,,5,17,11,25/06/2024,Ongoing,15/11/2024,18,12,22,0,156.9,Assignment,68.93,,37.33,1
Melissa Huffman,49,FEMALE,Region VIII,Broadband,,Student,Laptop,14.3,Academic Requirement,5,Data Science Fundamentals,business,Beginner,19,4,16,01/08/2023,Dropped,05/09/2024,127.2,25,37,24,27,Assignment,75.81,43.02,65.09,4
James Moore,43,,Region IV-A,Broadband,College,Freelancer,Laptop,15.5,Skill Upgrade,13,Digital Marketing,IT,Intermediate,14,5,7,09/04/2024,Dropped,31/01/2024,-33.5,16,33,15,63.5,Quiz,81.25,,,5
Jennifer Fry,33,,NCR,Broadband,High School,Student,Mobile,2.7,Career Change,14,Digital Marketing,Business,advanced,22,13,22,16/07/2023,Completed,22/10/2024,135.6,11,34,27,137.4,Quiz,,42.63,85.05,2
Sarah Brewer,33,Female,Region II,Broadband,High School,Student,Laptop,12.9,Skill Upgrade,9,Machine Learning A-Z,Math,beginner,9,3,9,02/11/2022,Completed - No Certificate,28/04/2023,132.4,15,32,30,45.4,project,81.3,70.75,,2
VICTOR YORK,28,Other,Region XI,Broadband,graduate,student,Desktop,1.9,Skill Upgrade,,Web Development Bootcamp,Science,Advanced,11,7,21,20/07/2023,Dropped,11/08/2022,125.3,15,16,10,49.9,Final Exam,41.67,31.25,31.47,2
Tonya Taylor,,Non-binary,Region VII,mobile,Graduate,Unemployed,Mobile,9,Academic Requirement,4,Machine Learning A-Z,Business,beginner,15,7,9,18/11/2024,Dropped,12/02/2022,171.7,27,11,4,94.1,Quiz,-39.67,83.85,34.05,5
Douglas Munoz,50,F,Region VII,Limited,college,Student,laptop,4.1,Skill Upgrade,4,Business Analytics,Science,mid,17,17,20,08/11/2024,Completed,16/08/2022,48.6,23,43,2,68.6,Assignment,48.01,63.47,91.13,5
Mark Smith,47,,Region VII,Mobile,College,EMPLOYED,Laptop,12.7,Skill Upgrade,1,Business Analytics,Arts,Intermediate,25,9,18,01/04/2023,Completed,17/04/2022,10.8,18,40,15,83.9,Assignment,83.23,54.9,93.34,3
Jessica Smith,37,male,Region VII,Limited,Post Graduate,student,Mobile,4.5,Earn a certificate,9,Python for Beginners,Business,Intermediate,24,17,7,12/12/2022,Completed - No Certificate,10/12/2024,136.3,15,25,,107.7,Quiz,41.19,82.81,38.11,2
Kenneth Bishop,21,Other,Region II,Mobile,High School,Student,Desktop,7.1,academic requirement,12,Business Analytics,Arts,Intermediate,16,16,13,18/06/2023,Ongoing,06/11/2024,17.2,4,31,16,135.6,Quiz,31.27,50.05,89.41,1
Matthew Cole,30,female,Region III,Mobile,N/A,Employed,MOBILE,6.9,Skill Upgrade,-6,Cybersecurity Essentials,Arts,Beginner,11,11,11,27/03/2023,In-progress,27/01/2024,14.9,18,40,29,28.4,Assignment,79.12,99.23,39.67,5
Stephanie Lee,55,female,Region VII,MOBILE,college,Unemployed,Desktop,8.5,Career Change,1,Python for Beginners,Business,Intermediate,19,9,11,04/03/2024,Ongoing,12/06/2023,91.5,13,34,27,53.6,Final Exam,34.5,35.73,48.39,2
Jessica Johnson,22,N/A,NCR,Limited,Graduate,Student,Laptop,10.6,Skill Upgrade,0,Digital Marketing,IT,Intermediate,27,14,15,11/12/2022,In-progress,29/10/2022,157.1,8,46,30,102.2,Assignment,83,60.74,62.63,5
PETER AGUIRRE,28,Female,Region IV-A,mobile data,College,unemployed,Desktop,6.4,Career Change,12,Cybersecurity Essentials,Business,advanced,25,16,23,12/07/2022,Dropped,31/03/2024,114.4,25,48,,51,Quiz,93.99,-93.7,,4
Maurice Williams,49,Male,Region V,Broadband,College,Unemployed,mobile,5.8,Personal Interest,1,Web Development Bootcamp,IT,Intermediate,6,5,11,04/11/2022,Completed,20/08/2023,55.1,24,49,15,85.4,ASSIGNMENT,71.98,49.79,77.37,1
Peter Johnson,41,Female,Region VI,N/A,Graduate,Freelancer,Laptop,,none,12,Digital Marketing,Science,Advanced,22,9,6,26/09/2022,In-progress,23/02/2023,102.6,25,1,5,23,Quiz,92.88,85.86,85.15,4
David Hughes,40,Prefer not to say,Region XI,WiFi,GRADUATE,Student,Tablet,4.8,Career Change,9,Digital Marketing,Information Technology,Beginner,30,19,7,28/12/2023,Completed,30/04/2022,,3,32,3,91.9,assignment,59.32,76.27,31.82,4
Daniel Peters,55,male,Region XI,Mobile,College,Unemployed,Laptop,17.8,Skill Upgrade,3,Data Science Fundamentals,Cybersecurity,Advanced,28,6,14,,In-progress,11/07/2023,137.4,26,5,,169.1,project,77.84,93.94,1728.76,1
Taylor Smith,51,F,Region X,Limited,College,Student,Laptop,10,CAREER CHANGE,320,UI/UX Design Principles,Math,Intermediate,27,8,9,12/12/2022,Dropped,20/01/2024,116.3,1,20,10,82.8,Quiz,46.64,76.69,69.45,3
Cassandra Butler,16,Male,Region IV-A,WiFi,Graduate,employed,Laptop,1.2,Career Change,14,Web Development Bootcamp,IT,Advanced,28,15,4,22/05/2022,dropped,30/12/2023,14.3,20,39,,150.9,Assignment,-69.23,74.74,86.55,3
Jay Frost,24,Male,Region XI,Mobile,High School,EMPLOYED,Desktop,15.7,Academic Requirement,12,Mobile App Development,Business,Advanced,-28,20,5,23/06/2023,dropped,03/08/2022,-113.1,6,4,1,150.1,Quiz,-94.7,91.91,71.42,2
Ralph Gonzalez,54,Female,Region XI,Limited,College,Student,Desktop,12.2,Academic Requirement,2,Machine Learning A-Z,Arts,beginner,6,13,22,05/11/2024,Dropped,13/09/2023,43,16,32,9,58.5,final exam,62.35,66.46,53.93,5
Kirsten Baker,39,Female,Region VIII,mobile data,College,Student,Desktop,14.4,Career Change,10,Web Development Bootcamp,Arts,Intermediate,6,14,16,01/04/2024,Ongoing,16/06/2022,149.8,26,51,8,148.8,project,83.91,,98.28,3
Melissa Jones,31,Female,Region II,Limited,College,Unemployed,Desktop,4.8,Skill Upgrade,2,Cybersecurity Essentials,business,Beginner,16,19,22,24/10/2024,completed,23/12/2022,169.9,14,13,19,128.6,Final Exam,31.49,-67.59,32.75,2
Charles Morris,21,Male,Region III,BROADBAND,Graduate,Employed,Laptop,6.9,CAREER CHANGE,2,Web Development Bootcamp,Arts,advanced,20,,23,28/11/2022,n/a,24/06/2022,148.2,12,23,10,176.6,Assignment,35.11,90.5,93.56,3
Katherine Daugherty,29,Male,CAR,limited,High School,Part-time,N/A,10,Career Change,14,Business Analytics,Business,Intermediate,5,12,16,28/08/2022,Dropped,20/01/2022,139,4,13,27,126,Assignment,56.41,-64.3,32.09,2
Ryan Walter,40,Other,Region VIII,Broadband,graduate,Employed,Desktop,14,Skill Upgrade,14,Cybersecurity Essentials,business,Beginner,19,4,20,26/04/2024,Dropped,21/01/2024,121.4,3,42,25,23.8,Final Exam,80.04,52.51,53.58,-1
Caleb Hayes,33,male,NCR,Broadband,Graduate,Employed,Laptop,7.9,Academic Requirement,3,Web Development Bootcamp,,Beginner,5,9,,14/07/2024,Completed - No Certificate,,59,5,6,,79.2,Assignment,-54.76,92.85,68.59,2
Heather King,49,Male,Region VII,Mobile,Graduate,Student,smartphone,13.2,Skill Upgrade,3,Python for Beginners,Business,Intermediate,20,7,24,09/03/2022,Completed,18/02/2024,97.8,23,48,24,138.9,Final Exam,74.29,92.04,35.78,138
EMILY GUERRERO,35,Prefer not to say,NCR,limited,College,Employed,Mobile,9.8,Skill Upgrade,11,Cloud Computing Basics,IT,Intermediate,28,20,16,27/11/2022,Dropped,30/04/2022,143.3,7,47,4,,Quiz,92.7,59.68,,435
Hunter Barnes,21,Prefer not to say,Region VII,Mobile,College,Unemployed,Desktop,75,academic requirement,0,Business Analytics,Business,Beginner,6,4,5,10/05/2023,Completed,17/04/2024,19.3,16,25,21,73.5,Assignment,40.88,89.47,66.58,3
Erin Hicks,35,M,Region VII,Limited,Graduate,Employed,Mobile,2.6,Personal Interest,4,Digital Marketing,Business,Advanced,13,8,9,29/02/2024,Dropped,24/12/2022,144.6,20,4,5,134.3,assignment,52.27,61.46,3602.3,2
Andrew Mccullough,40,Male,NCR,Limited,College,unemployed,Laptop,4.9,Skill Upgrade,9,Digital Marketing,business,Intermediate,11,16,21,20/10/2022,Dropped,31/12/2023,147.8,28,39,2,118.3,Assignment,,47.14,65.72,5
Anthony Stevenson,35,Male,n/a,Limited,Graduate,Working professional,Laptop,8.8,Career Change,0,Python for Beginners,Business,Intermediate,7,14,15,18/07/2022,Dropped,09/09/2022,78.2,28,6,17,14.7,exam,65.2,71.49,87.66,4
Christine Carey,41,Female,Region VII,Mobile,College,Student,Laptop,13.1,,3,Digital Marketing,Science,Advanced,5,10,8,14/09/2022,,18/05/2022,160.5,3,0,21,94.4,QUIZ,63.17,53.81,73.64,2
Amy Foster,28,female,Region X,Limited,Undergraduate,unemployed,Mobile,7.2,Skill Upgrade,2,Data Science Fundamentals,Programming,Beginner,25,15,6,11/12/2024,n/a,20/07/2024,120.8,16,13,21,166.8,Quiz,37.65,98.07,50.46,5
Lauren Ibarra,22,non-binary,BARMM,Mobile,College,Employed,tablet,1.1,Personal Interest,8,Digital Marketing,IT,beginner,22,15,24,28/01/2023,COMPLETED,15/08/2022,60.2,30,48,17,142.4,,31.58,83.51,81.06,5
Jenny Adkins,27,Female,Region V,Limited,College,Student - full time,Mobile,3.5,Career Change,13,Digital Marketing,IT,Intermediate,10,9,13,10/07/2023,Completed,20/03/2022,93.1,3,0,30,12.5,Assignment,50.67,,76.92,3
Amanda Jones,33,Male,Region IV-A,Broadband,College,Student,tablet,5.9,Career Change,9,Machine Learning A-Z,Arts,Advanced,21,9,14,29/03/2023,Completed,08/01/2023,85.8,21,12,8,28.8,Quiz,53.76,91.58,80.98,2
Deborah Garcia,26,Male,NCR,mobile data,College,Student,mobile,3.9,Skill Upgrade,4,Python for Beginners,IT,Beginner,26,18,21,07/03/2023,Completed,22/04/2022,63.4,8,25,18,138.4,Assignment,65.54,94.42,72.4,3
Christopher Gonzales,35,Female,Region V,Broadband,College,Working professional,Mobile,12.3,Skill Upgrade,15,Mobile App Development,Business,Beginner,22,19,20,11/08/2022,Dropped,30/03/2024,148.3,17,38,10,29.1,Assignment,72.39,30.4,99.05,-1
Susan Whitaker,32,Female,Region XI,broadband,College,Unemployed,Laptop,7.7,Personal Interest,15,Business Analytics,Math,Beginner,19,10,10,18/06/2023,Dropped,03/12/2022,46.7,20,21,22,36.3,Quiz,89.21,99.15,32.54,4
Elizabeth Ferguson,43,Female,Region VI,Limited,college,Student,Laptop,15.7,Career Change,9,Mobile App Development,Science,Advanced,28,9,8,04/12/2022,Completed,10/08/2023,48,7,40,5,98.3,project,81.35,78.19,61.34,3
Patricia Russell,43,Female,Region VII,Mobile,High School,Employed,Mobile,11.1,Personal Interest,8,Data Science Fundamentals,science,Advanced,9,18,6,14/08/2024,In-progress,22/08/2022,132.4,15,1,8,21,project,71.01,92.14,74.3,1
Vicki Howard,-40,Male,NCR,Broadband,College,Student,Laptop,7.8,Skill Upgrade,10,Cloud Computing Basics,Math,beginner,29,,-7,29/04/2023,ongoing,20/07/2023,24.8,,19,18,,project,38.44,40.55,48.17,5
Cynthia Carter,27,Male,NCR,broadband,College,Student,Desktop,2.4,Personal Interest,14,Business Analytics,Information Technology,N/A,9,14,18,13/03/2023,dropped,05/04/2022,75.9,21,14,18,57.6,Assignment,57.89,35.51,59.31,5
Clinton Ayala,27,Female,Region XI,Limited,College,Student,Laptop,12.4,Earn a certificate,900,Web Development Bootcamp,Science,Beginner,12,15,10,16/08/2022,Ongoing,29/12/2024,130.3,29,10,16,134.6,Assignment,,86.08,47.85,4
Julie Lewis,48,Non-binary,Region XI,Broadband,COLLEGE,Student,Mobile,9.3,Skill Upgrade,13,Digital Marketing,Arts,Advanced,15,7,18,18/03/2023,Completed,10/04/2023,168.5,19,8,0,102.1,test,57.8,55.98,74.95,2
Vanessa Santos,41,Female,Region VIII,Limited,High School,Student - full time,Laptop,9.6,Academic Requirement,13,Cloud Computing Basics,IT,Intermediate,14,6,5,27/04/2024,Dropped,13/02/2024,76.3,24,25,22,138.4,Final Exam,40.01,39.84,90.27,2
Nicole Johnson,52,Male,,Mobile,College,unemployed,Desktop,9.5,Earn a certificate,6,Python for Beginners,N/A,Beginner,10,13,22,22/03/2023,completed,22/08/2024,,6,37,19,,Quiz,,50.01,91.76,5
Madison Schroeder,46,F,Region I,Mobile,High School,Student,Tablet,4,Personal Interest,13,Mobile App Development,Business,Advanced,9,20,11,09/02/2022,Completed,27/05/2023,151.2,24,49,6,78.8,Quiz,49.87,35.36,55.54,1
Christine Lopez,22,Non-binary,NCR,Mobile,College,Working professional,Tablet,12.4,Career Change,5,Cybersecurity Essentials,IT,basic,24,19,14,06/12/2024,Completed,29/10/2022,,22,50,2,91.7,exam,85.82,91.73,87.2,4
Zachary Lambert,35,Male,Region III,Limited,College,Employed,N/A,18.9,Skill Upgrade,7,Web Development Bootcamp,Business,Advanced,29,18,21,19/10/2024,Completed,25/09/2022,-118.8,-20,28,19,11.8,test,71.49,79.28,96.9,
Amy Martinez,35,Male,Region XI,mobile,college,Employed,Laptop,3,N/A,5,Cloud Computing Basics,Business,Intermediate,7,17,18,29/04/2024,Ongoing,25/05/2024,84.4,14,1,24,72.4,quiz,36.17,78.2,34.44,5
Elizabeth Riley,53,Male,NCR,Broadband,College,Student,Mobile,10.1,Skill Upgrade,3,Web Development Bootcamp,Arts,Advanced,5,12,17,17/01/2024,Ongoing,19/02/2022,17.3,21,21,2,165.8,Quiz,86.51,63.56,92.28,5
Matthew Goodwin,24,Male,Region VII,wifi,Graduate,Employed,Laptop,3.2,Skill Upgrade,10,Python for Beginners,IT,intermediate,7,18,,04/05/2023,Dropped,13/10/2022,146.8,14,19,23,143.3,Quiz,92.57,91.23,41.71,1
Billy Gill,30,Female,Region VII,BROADBAND,College,Unemployed,Mobile,14.6,Personal Interest,4,UI/UX Design Principles,science,Intermediate,19,16,11,18/04/2023,Completed,21/03/2023,17.5,30,35,16,122.6,Quiz,54.02,60.09,55.25,1
Deborah Wood,33,FEMALE,Region I,N/A,College,N/A,Laptop,9.4,Skill Upgrade,2,Mobile App Development,Business,advanced,21,14,21,02/05/2022,Completed,20/01/2022,13.1,23,31,21,158.9,Final Exam,55.87,42.89,49.6,5
Michele Walton,54,Female,NCR,broadband,College,Student,Mobile,1013.2,Academic Requirement,7,Python for Beginners,Science,Intermediate,30,16,7,28/03/2023,Dropped,10/05/2023,113.2,7,23,20,154.5,Assignment,44.14,52.91,95.49,1
Michael Clark,17,Non-binary,Region I,Mobile,High School,Student,Laptop,11.9,CAREER CHANGE,10,Data Science Fundamentals,Arts,Beginner,225,8,19,,dropped,22/12/2024,73.2,23,16,29,23.8,assignment,32.66,86.32,37.74,2
